"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 20 20:14:11 GMT 2024","Fri Dec 20 20:14:17 GMT 2024","5971","Juice shop logins","","","","","Login with bender account. SQL injection",""
"failed","Fri Dec 20 20:14:17 GMT 2024","Fri Dec 20 20:14:24 GMT 2024","7379","Juice shop logins","","","","","Login with bender account. SQL injection. Failing test to check if screenshot is displayed correctly",""
