"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 20 21:44:07 GMT 2024","Fri Dec 20 21:44:14 GMT 2024","7200","Juice shop logins","","","","","Login with bender account. SQL injection",""
"failed","Fri Dec 20 21:44:14 GMT 2024","Fri Dec 20 21:44:23 GMT 2024","8585","Juice shop logins","","","","","Login with bender account. SQL injection. Failing test to check if screenshot is displayed correctly",""
