"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 20 21:34:26 GMT 2024","Fri Dec 20 21:34:37 GMT 2024","10359","Juice shop logins","","","","","Login with bender account. SQL injection",""
"failed","Fri Dec 20 21:34:37 GMT 2024","Fri Dec 20 21:34:47 GMT 2024","9864","Juice shop logins","","","","","Login with bender account. SQL injection. Failing test to check if screenshot is displayed correctly",""
