"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 20 20:16:59 GMT 2024","Fri Dec 20 20:17:05 GMT 2024","5962","Juice shop logins","","","","","Login with bender account. SQL injection",""
"failed","Fri Dec 20 20:17:05 GMT 2024","Fri Dec 20 20:17:12 GMT 2024","7263","Juice shop logins","","","","","Login with bender account. SQL injection. Failing test to check if screenshot is displayed correctly",""
