"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jan 12 13:25:42 GMT 2025","Sun Jan 12 13:25:50 GMT 2025","7556","Juice shop logins","","","","","Login with bender account. SQL injection. Failing test to check if screenshot is displayed correctly",""
"passed","Sun Jan 12 13:25:36 GMT 2025","Sun Jan 12 13:25:42 GMT 2025","5871","Juice shop logins","","","","","Login with bender account. SQL injection",""
